time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
564400,2019-08-16 22:04:52,37.9422734760824,-91.7574907104484,107.283468,,,1213.7173216474,0,1237.32943592,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.3, -3.8,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
564500,2019-08-16 22:04:52,37.9422734594976,-91.7574906127693,107.283468,,,1213.7173216474,0,1237.35568264,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.3, -3.8,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
564600,2019-08-16 22:04:52,37.9422734959568,-91.7574906044266,107.283468,,,1213.7173216474,0,1237.34912096,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
564700,2019-08-16 22:04:52,37.9422733667047,-91.7574905880888,107.283468,,,1213.7173216474,0,1237.38192936,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.8, -3.1,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
564900,2019-08-16 22:04:52,37.942273363004,-91.75749057627,107.283468,,,1213.7173216474,0,1237.3852102,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3.5,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565100,2019-08-16 22:04:52,37.9422736553632,-91.7574907285243,107.283468,,,1213.7173216474,0,1237.28350416,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8, -4,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565200,2019-08-16 22:04:52,37.9422736937413,-91.757490743124,107.283468,,,1213.7173216474,0,1237.2703808,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.1, -3.6,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565300,2019-08-16 22:04:53,37.9422735723019,-91.7574909172779,107.283468,,,1213.7173216474,0,1237.26381912,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.2, -3.2,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565400,2019-08-16 22:04:53,37.9422735866937,-91.7574909523868,107.283468,,,1213.7173216474,0,1237.25069576,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.2, -3,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565500,2019-08-16 22:04:53,37.942273652759,-91.757491060842,107.283468,,,1213.7173216474,0,1237.21132568,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.2, -3.1,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565600,2019-08-16 22:04:53,37.9422736807202,-91.7574910844796,107.283468,,,1213.7173216474,0,1237.20148316,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.1, -3.3,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565700,2019-08-16 22:04:53,37.9422735096633,-91.7574909760245,107.283468,,,1213.7173216474,0,1237.26381912,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.1, -3.6,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565800,2019-08-16 22:04:53,37.9422735180243,-91.7574909826291,107.283468,,,1213.7173216474,0,1237.26053828,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8, -3.5,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
565900,2019-08-16 22:04:53,37.9422735045919,-91.7574910737036,107.283468,,,1213.7173216474,0,1237.24413408,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3.5,0,1,1024,1024,1024,1024,304.4,-32,38,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566000,2019-08-16 22:04:53,37.9422735088409,-91.7574910841321,107.283468,,,1213.7173216474,0,1237.24085324,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -3.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566100,2019-08-16 22:04:53,37.9422733417589,-91.7574909058068,107.283468,,,1213.7173216474,0,1237.3195934,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -3.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566200,2019-08-16 22:04:53,37.9422733284637,-91.757490906502,107.283468,,,1213.7173216474,0,1237.32287424,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.5, -3.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566300,2019-08-16 22:04:53,37.9422733462821,-91.7574909287492,107.283468,,,1213.7173216474,0,1237.31631256,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.5, -3.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566400,2019-08-16 22:04:53,37.9422733387435,-91.7574909412633,107.283468,,,1213.7173216474,0,1237.31303172,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -3.4,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566500,2019-08-16 22:04:54,37.9422733628669,-91.7574909715055,106.955384,,,1213.3892376474,0,1237.3031892,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -3.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
566600,2019-08-16 22:04:54,37.9422733628669,-91.7574909923623,107.283468,,,1213.7173216474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566700,2019-08-16 22:04:54,37.9422733832896,-91.7574909715055,107.283468,,,1213.7173216474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566800,2019-08-16 22:04:54,37.9422733732838,-91.7574909906242,107.283468,,,1213.7173216474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.8, -3.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
566900,2019-08-16 22:04:54,37.9422733513535,-91.7574909642057,107.283468,,,1213.7173216474,0,1237.30647004,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -3.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.7173216474,107.283468,6,P-GPS,
567000,2019-08-16 22:04:54,37.9422733360022,-91.7574909822815,106.955384,,,1213.3892376474,0,1237.30647004,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.5, -3.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567100,2019-08-16 22:04:54,37.9422733392918,-91.7574909722008,106.955384,,,1213.3892376474,0,1237.30647004,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -3.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567200,2019-08-16 22:04:54,37.942273331342,-91.7574910003573,106.955384,,,1213.3892376474,0,1237.3031892,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.9, -3.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567300,2019-08-16 22:04:54,37.9422733706796,-91.757490991667,106.955384,,,1213.3892376474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8, -3.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567400,2019-08-16 22:04:54,37.9422733690348,-91.757491013219,106.955384,,,1213.3892376474,0,1237.29006584,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.1, -3.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567500,2019-08-16 22:04:54,37.9422733813707,-91.7574909763721,106.955384,,,1213.3892376474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.1, -3.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567600,2019-08-16 22:04:54,37.9422733742433,-91.7574909819339,106.955384,,,1213.3892376474,0,1237.29662752,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.9, -2.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567700,2019-08-16 22:04:54,37.942273367253,-91.7574910632753,106.955384,,,1213.3892376474,0,1237.28022332,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.7, -2.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567800,2019-08-16 22:04:54,37.9422733621816,-91.7574910702275,106.955384,,,1213.3892376474,0,1237.28022332,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
567900,2019-08-16 22:04:54,37.9422733701314,-91.7574908752168,106.955384,,,1213.3892376474,0,1237.3195934,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -3.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
568000,2019-08-16 22:04:54,37.9422733673901,-91.7574908613123,106.955384,,,1213.3892376474,0,1237.32287424,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -3.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
568100,2019-08-16 22:04:55,37.942273382056,-91.7574908745216,106.6273,,,1213.0611536474,0,1237.3195934,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -3.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568200,2019-08-16 22:04:55,37.9422733746545,-91.7574908609647,106.6273,,,1213.0611536474,0,1237.32287424,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -3.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568300,2019-08-16 22:04:55,37.9422735088409,-91.7574908835596,106.6273,,,1213.0611536474,0,1237.286785,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.4, -3.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568400,2019-08-16 22:04:55,37.9422734989723,-91.7574908915546,106.6273,,,1213.0611536474,0,1237.286785,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -2.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568500,2019-08-16 22:04:55,37.9422733096858,-91.7574909395252,106.6273,,,1213.0611536474,0,1237.32287424,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.8, -2.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568600,2019-08-16 22:04:55,37.9422732793945,-91.7574909541249,106.6273,,,1213.0611536474,0,1237.32615508,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -2.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568700,2019-08-16 22:04:56,37.942273168372,-91.7574909589915,106.6273,,,1213.0611536474,0,1237.3524018,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -2.5,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568800,2019-08-16 22:04:56,37.9422731432891,-91.7574909659437,106.6273,,,1213.0611536474,0,1237.35568264,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.8, -2.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
568900,2019-08-16 22:04:56,37.9422732380009,-91.7574909165827,106.6273,,,1213.0611536474,0,1237.34255928,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -2.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569000,2019-08-16 22:04:56,37.9422732270357,-91.7574909037211,106.6273,,,1213.0611536474,0,1237.34912096,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.3, -3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569100,2019-08-16 22:04:56,37.9422731209476,-91.7574910372043,106.6273,,,1213.0611536474,0,1237.34584012,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.3, -2.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569200,2019-08-16 22:04:56,37.9422731009361,-91.7574910587563,106.6273,,,1213.0611536474,0,1237.34584012,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.5, -2.4,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569300,2019-08-16 22:04:56,37.9422731460304,-91.7574910743988,106.6273,,,1213.0611536474,0,1237.33271676,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569400,2019-08-16 22:04:56,37.9422731534319,-91.757491088651,106.6273,,,1213.0611536474,0,1237.32943592,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 8, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569500,2019-08-16 22:04:56,37.9422730770868,-91.7574908992021,106.6273,,,1213.0611536474,0,1237.38849104,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 8.2, -3.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569600,2019-08-16 22:04:56,37.9422730920269,-91.7574908640933,106.6273,,,1213.0611536474,0,1237.39177188,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.8, -4.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.0611536474,106.6273,6,P-GPS,
569700,2019-08-16 22:04:56,37.9422731301309,-91.7574908150798,106.955384,,,1213.3892376474,0,1237.39177188,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -4,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
569800,2019-08-16 22:04:56,37.9422731169727,-91.7574907956135,106.955384,,,1213.3892376474,0,1237.39833356,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.1, 7.6, -3.7,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
569900,2019-08-16 22:04:56,37.942273179063,-91.7574907288719,106.955384,,,1213.3892376474,0,1237.39833356,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.6, -2.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570000,2019-08-16 22:04:56,37.9422731639859,-91.757490704539,106.955384,,,1213.3892376474,0,1237.40817608,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.7, -2.7,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570100,2019-08-16 22:04:56,37.942272842706,-91.7574906117265,106.955384,,,1213.3892376474,0,1237.50660128,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.5, -3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570200,2019-08-16 22:04:56,37.942272802409,-91.7574905630607,106.955384,,,1213.3892376474,0,1237.52628632,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.2, 7.1, -3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570300,2019-08-16 22:04:56,37.9422727463495,-91.7574904358345,106.955384,,,1213.3892376474,0,1237.5656564,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.1, -2.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570400,2019-08-16 22:04:56,37.9422727145504,-91.7574903829973,106.955384,,,1213.3892376474,0,1237.58534144,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.2, -3.4,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570500,2019-08-16 22:04:56,37.9422726591763,-91.7574903548407,106.955384,,,1213.3892376474,0,1237.60502648,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.2, -3.7,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570600,2019-08-16 22:04:56,37.9422726091476,-91.7574903378077,106.955384,,,1213.3892376474,0,1237.62143068,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.4, -2.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570700,2019-08-16 22:04:56,37.9422725171771,-91.7574902015435,106.955384,,,1213.3892376474,0,1237.67392412,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.6, -2.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570800,2019-08-16 22:04:56,37.9422724575539,-91.7574901886819,106.955384,,,1213.3892376474,0,1237.69032832,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.7, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
570900,2019-08-16 22:04:57,37.9422723835389,-91.7574901612204,106.955384,,,1213.3892376474,0,1237.7132942,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.7, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571000,2019-08-16 22:04:57,37.9422723303578,-91.7574901473159,106.955384,,,1213.3892376474,0,1237.7296984,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.9, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571100,2019-08-16 22:04:57,37.9422720229215,-91.7574900346895,106.955384,,,1213.3892376474,0,1237.8281236,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.8, -2.1,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571200,2019-08-16 22:04:57,37.94227194781,-91.7574900166136,106.955384,,,1213.3892376474,0,1237.85108948,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.4, 7.4, -1.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571300,2019-08-16 22:04:57,37.9422719656284,-91.7574902116243,106.955384,,,1213.3892376474,0,1237.80515772,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.4, 7.5, -1.7,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571400,2019-08-16 22:04:57,37.9422719109395,-91.7574902185765,106.955384,,,1213.3892376474,0,1237.81828108,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.9, -1.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571500,2019-08-16 22:04:57,37.942271909843,-91.7574903809116,106.955384,,,1213.3892376474,0,1237.78219184,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 8.1, -1.8,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571600,2019-08-16 22:04:57,37.942271859129,-91.7574903948161,106.955384,,,1213.3892376474,0,1237.79203436,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 8.4, -1.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571700,2019-08-16 22:04:57,37.9422718197914,-91.7574904869335,106.955384,,,1213.3892376474,0,1237.78219184,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 8.1, -1.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571800,2019-08-16 22:04:57,37.9422717608536,-91.7574904914525,106.955384,,,1213.3892376474,0,1237.7953152,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.4, 8.1, -1.2,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
571900,2019-08-16 22:04:58,37.9422718402141,-91.7574905512418,106.955384,,,1213.3892376474,0,1237.7625068,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.4, 8.1, -1.3,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
572000,2019-08-16 22:04:58,37.9422718006024,-91.7574905338612,106.955384,,,1213.3892376474,0,1237.77563016,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.4, 7.9, -1.6,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
572100,2019-08-16 22:04:58,37.9422720386839,-91.7574907372146,106.955384,,,1213.3892376474,0,1237.67392412,16,5,11.329,1227.1687656474,120.734912,18.5889714,1433.16277552,0,0,0,304.3, 7.7, -1.9,0,1,1024,1024,1024,1024,304.4,-32,37,3.787,3.776,3.766,0,0,0,0,32,1213.3892376474,106.955384,6,P-GPS,
