time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2019-08-16 21:55:24,37.9445389267301,-91.7606908365973,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1106.4338536474,0,0,12,5,0,1106.4338536474,0,0,0,0,0,0,234.1, 1.4, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 120m (394 ft) GEO: You are in a Warning Zone (Airport). Fly with caution.
100,2019-08-16 21:55:24,37.9445390000916,-91.7606907494402,0,,,1106.4338536474,0,0.036677822696,12,5,0,1106.4338536474,0,0,0.036677822696,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
200,2019-08-16 21:55:24,37.9445389717096,-91.7606907798896,0,,,1106.4338536474,0,0.0231414705568,12,5,0,1106.4338536474,0,0,0.036677822696,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
300,2019-08-16 21:55:24,37.9445387381712,-91.7606910037562,0,,,1106.4338536474,0,0.0839402914,12,5,0,1106.4338536474,0,0,0.0839402914,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
400,2019-08-16 21:55:24,37.9445386898918,-91.7606910489906,0,,,1106.4338536474,0,0.105835961392,12,5,0,1106.4338536474,0,0,0.105835961392,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
500,2019-08-16 21:55:24,37.944538773951,-91.7606912540525,0,,,1106.4338536474,0,0.132415358568,12,5,0,1106.4338536474,0,0,0.132415358568,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
600,2019-08-16 21:55:24,37.9445387383316,-91.7606913154014,0,,,1106.4338536474,0,0.153958994428,12,5,0,1106.4338536474,0,0,0.153958994428,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
700,2019-08-16 21:55:24,37.9445386654102,-91.7606913425875,0,,,1106.4338536474,0,0.174026252288,12,5,0,1106.4338536474,0,0,0.174026252288,0,0,0,234.1, 1.5, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
800,2019-08-16 21:55:24,37.9445386271222,-91.7606914003764,0,,,1106.4338536474,0,0.195606305472,12,5,0,1106.4338536474,0,0,0.195606305472,0,0,0,234.1, 1.6, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
900,2019-08-16 21:55:25,37.9445387038662,-91.7606914339607,0,,,1106.4338536474,0,0.190138457528,12,5,0,1106.4338536474,0,0,0.195606305472,0,0,0,234.1, 1.6, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1000,2019-08-16 21:55:25,37.9445386766982,-91.7606914893058,0,,,1106.4338536474,0,0.20878281508,12,5,0,1106.4338536474,0,0,0.20878281508,0,0,0,234.1, 1.7, -1,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1100,2019-08-16 21:55:25,37.9445385868236,-91.7606915271647,0,,,1106.4338536474,0,0.234218183348,12,5,0,1106.4338536474,0,0,0.234218183348,0,0,0,234, 2.2, -1.5,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1200,2019-08-16 21:55:25,37.9445385558322,-91.7606915720804,0,,,1106.4338536474,0,0.251183078904,12,5,0,1106.4338536474,0,0,0.251183078904,0,0,0,233.9, 2.6, -1.6,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1300,2019-08-16 21:55:25,37.9445386254239,-91.7606917422069,0,,,1106.4338536474,0,0.28280512716,12,5,0,1106.4338536474,0,0,0.28280512716,0,0,0,233.8, 2.8, -1.8,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1400,2019-08-16 21:55:25,37.9445386082327,-91.7606917981905,0,,,1106.4338536474,0,0.300084655272,12,5,0,1106.4338536474,0,0,0.300084655272,0,0,0,233.8, 2.7, -1.7,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,41,Motors_Started,
1500,2019-08-16 21:55:25,37.9445385100818,-91.7606918215638,0,,,1106.4338536474,0,0.321593186144,12,5,0,1106.4338536474,0,0,0.321593186144,0,0,0,233.9, 2.8, -1.7,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
1600,2019-08-16 21:55:25,37.9445384886557,-91.7606918732739,0,,,1106.4338536474,0,0.33839896096,12,5,0,1106.4338536474,0,0,0.33839896096,0,0,0,233.9, 2.8, -1.8,0,0,1024,1024,1024,1024,234.3,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
1700,2019-08-16 21:55:25,37.9445385465024,-91.7606919121651,0,,,1106.4338536474,0,0.33913714996,12,5,12.596,1106.4338536474,0,0,0.33913714996,0,0,0,233.9, 2.9, -1.9,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
1800,2019-08-16 21:55:25,37.9445385335902,-91.7606919614728,0,,,1106.4338536474,0,0.35401247852,12,5,12.596,1106.4338536474,0,0,0.35401247852,0,0,0,233.9, 2.5, -1.7,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
1900,2019-08-16 21:55:25,37.9445385704537,-91.7606921563093,0,,,1106.4338536474,0,0.4013451572,12,5,12.596,1106.4338536474,0,0,0.4013451572,0,0,0,233.9, 2.1, -1.6,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2000,2019-08-16 21:55:26,37.9445385633047,-91.7606922226806,0,,,1106.4338536474,0,0.42027232316,12,5,12.596,1106.4338536474,0,0,0.42027232316,0,0,0,233.9, 1.8, -1.6,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2100,2019-08-16 21:55:26,37.9445384327079,-91.7606924112648,0,,,1106.4338536474,0,0.48760500248,12,5,12.596,1106.4338536474,0,0,0.48760500248,0,0,0,233.8, 1.4, -1.5,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2200,2019-08-16 21:55:26,37.9445384097795,-91.7606924949621,0,,,1106.4338536474,0,0.5130741634,12,5,12.596,1106.4338536474,0,0,0.5130741634,0,0,0,233.6, 1.3, -1.8,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2300,2019-08-16 21:55:26,37.9445384282806,-91.7606924988245,0,,,1106.4338536474,0,0.51166996388,12,5,12.596,1106.4338536474,0,0,0.5130741634,0,0,-0.223694,233.3, 1.4, -3.3,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2400,2019-08-16 21:55:26,37.9445383762166,-91.7606925428943,0,,,1106.4338536474,0,0.53043964952,12,5,12.596,1106.4338536474,0,0,0.53043964952,0,0,-0.223694,233, 1.8, -4.8,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2500,2019-08-16 21:55:26,37.944538332324,-91.760692618481,0,,,1106.4338536474,0.223694,0.55666996532,12,5,12.596,1106.4338536474,0,0.223694,0.55666996532,0,0.223694,-0.447388,233.3, 0.7, -2.1,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2600,2019-08-16 21:55:26,37.9445382189079,-91.7606925799931,0,,,1106.4338536474,0.223694,0.5641896506,12,5,12.596,1106.4338536474,0,0.223694,0.5641896506,-0.223694,0.223694,-0.671082,233.4, 0, 2.6,0,0,1024,1024,1024,1024,234.2,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.4338536474,0,11,AutoTakeoff,
2700,2019-08-16 21:55:26,37.9445380621751,-91.7606923333524,0.328084,,,1106.7619376474,0,0.53381235304,12,5,12.596,1106.7619376474,0.328084,0.223694,0.5641896506,0,0,-0.671082,233.3, -0.1, 3.9,0,0,1024,1024,1024,1024,234.1,0,99,4.211,4.201,4.184,0,0,0,0,32,1106.7619376474,0.328084,11,AutoTakeoff,
2800,2019-08-16 21:55:26,37.9445380216961,-91.760692368703,0.328084,,,1106.7619376474,0,0.55077757668,12,5,12.561,1106.7619376474,0.328084,0.223694,0.5641896506,0,0,-0.671082,233.1, -0.2, 2.2,0,0,1024,1024,1024,1024,234.1,0,99,4.203,4.189,4.169,0,0,0,0,32,1106.7619376474,0.328084,11,AutoTakeoff,
2900,2019-08-16 21:55:26,37.9445380248949,-91.7606919740381,0.328084,,,1106.7619376474,0,0.46407809884,12,5,12.561,1106.7619376474,0.328084,0.223694,0.5641896506,0,0,-0.671082,233.1, 0, -0.9,0,0,1024,1024,1024,1024,234.1,0,99,4.203,4.189,4.169,0,0,0,0,32,1106.7619376474,0.328084,11,AutoTakeoff,
3000,2019-08-16 21:55:27,37.9445380313602,-91.7606920168172,0.656168,,,1107.0900216474,0,0.47119752164,13,5,12.561,1107.0900216474,0.656168,0.223694,0.5641896506,0,0,-0.671082,233.1, 0, -2.2,0,0,1024,1024,1024,1024,234.1,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.0900216474,0.656168,11,AutoTakeoff,Home Point recorded. Return-to-Home Altitude:98FT
3100,2019-08-16 21:55:27,37.9445379738567,-91.7606920724783,0.656168,,,1107.0900216474,0,0.49730316552,13,5,12.561,1107.0900216474,0.656168,0.223694,0.5641896506,0,0,-0.671082,233, 0, -1.3,0,0,1024,1024,1024,1024,234,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.0900216474,0.656168,11,AutoTakeoff,
3200,2019-08-16 21:55:27,37.9445379476511,-91.7606920878228,0.656168,,,1107.0900216474,0,0.50715552804,12,5,12.561,1107.0900216474,0.656168,0.223694,0.5641896506,0,0,-0.671082,233, 0.4, -0.2,0,0,1024,1024,1024,1024,234,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.0900216474,0.656168,11,AutoTakeoff,
3300,2019-08-16 21:55:27,37.9445383678171,-91.7606922529938,0.984252,,,1107.4181056474,0,0.45570211432,12,5,12.561,1107.4181056474,0.984252,0.223694,0.5641896506,0,0,-0.671082,233.1, 0.2, 0.3,0,0,1024,1024,1114,1024,234,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.4181056474,0.984252,11,AutoTakeoff,
3400,2019-08-16 21:55:27,37.9445384118673,-91.7606922849779,0.984252,,,1107.4181056474,0,0.45711287552,12,5,12.561,1107.4181056474,0.984252,0.223694,0.5641896506,0,0,-0.894776,233.2, 0, -0.8,0,0,1024,1024,1256,1024,234,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.4181056474,0.984252,11,AutoTakeoff,
3500,2019-08-16 21:55:27,37.9445382569381,-91.7606922056516,1.312336,,,1107.7461896474,0,0.46355316444,12,5,12.561,1107.7461896474,1.312336,0.223694,0.5641896506,0,0,-0.894776,233.4, 0, -2.5,0,0,1024,1024,1358,1024,233.9,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.7461896474,1.312336,11,AutoTakeoff,
3600,2019-08-16 21:55:27,37.9445382696514,-91.7606922036997,1.312336,,,1107.7461896474,0,0.4606463402,11,4,12.561,1107.7461896474,1.312336,0.223694,0.5641896506,0,0,-0.894776,233.5, 0.3, -1.8,0,0,1024,1024,1492,1024,233.9,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.7461896474,1.312336,11,AutoTakeoff,
3700,2019-08-16 21:55:27,37.9445382412731,-91.7606918333578,1.312336,,,1107.7461896474,0,0.38051838488,11,4,12.561,1107.7461896474,1.312336,0.223694,0.5641896506,0,0,-1.342164,233.6, 0.1, 0,0,0,1024,1024,1630,1024,233.9,0,98,4.203,4.189,4.169,0,0,0,0,32,1107.7461896474,1.312336,11,AutoTakeoff,
3800,2019-08-16 21:55:27,37.9445382549217,-91.7606917733855,1.64042,,,1108.0742736474,0,0.36431759696,12,4,12.207,1108.0742736474,1.64042,0.223694,0.5641896506,0,0,-1.565858,233.4, -0.2, 0.9,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1108.0742736474,1.64042,11,AutoTakeoff,
3900,2019-08-16 21:55:27,37.9445382223169,-91.7606917684785,1.968504,,,1108.4023576474,0,0.37140421136,12,4,12.207,1108.4023576474,1.968504,0.223694,0.5641896506,0,0,-2.23694,233.2, -0.6, -0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1108.4023576474,1.968504,11,AutoTakeoff,
4000,2019-08-16 21:55:28,37.9445382593662,-91.7606917531846,2.296588,,,1108.7304416474,0,0.35893701936,12,4,12.207,1108.7304416474,2.296588,0.223694,0.5641896506,0,0,-2.908022,233.1, -0.1, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1108.7304416474,2.296588,11,AutoTakeoff,
4100,2019-08-16 21:55:28,37.9445382957759,-91.7606920484581,2.952756,,,1109.3866096474,0,0.41781825484,12,4,12.207,1109.3866096474,2.952756,0.223694,0.5641896506,0,0,-3.579104,233.2, 0.2, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1109.3866096474,2.952756,11,AutoTakeoff,
4200,2019-08-16 21:55:28,37.9445382970445,-91.7606920191544,3.28084,,,1109.7146936474,0,0.4105479134,12,4,12.207,1109.7146936474,3.28084,0.223694,0.5641896506,0,0,-4.026492,233.1, -0.1, -0.8,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1109.7146936474,3.28084,11,AutoTakeoff,
4300,2019-08-16 21:55:28,37.9445387685969,-91.7606921263236,3.937008,,,1110.3708616474,0,0.3755413506,12,4,12.207,1110.3708616474,3.937008,0.223694,0.5641896506,0,0,-4.250186,233, -0.7, 0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1110.3708616474,3.937008,6,P-GPS,
4400,2019-08-16 21:55:28,37.9445388042054,-91.7606921057968,4.593176,,,1111.0270296474,0,0.36790355508,12,4,12.207,1111.0270296474,4.593176,0.223694,0.5641896506,0,0,-4.47388,233.2, -1, 0.7,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1111.0270296474,4.593176,6,P-GPS,
4500,2019-08-16 21:55:28,37.9445385220578,-91.7606910535564,5.249344,,,1111.6831976474,0,0.16029856156,12,4,12.207,1111.6831976474,5.249344,0.223694,0.5641896506,0,0,-4.47388,233.8, -0.7, 0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1111.6831976474,5.249344,6,P-GPS,
4600,2019-08-16 21:55:28,37.9445385281534,-91.7606909823715,5.905512,,,1112.3393656474,0,0.151348101956,12,4,12.207,1112.3393656474,5.905512,0.223694,0.5641896506,0,0,-4.697574,233.8, 0, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1112.3393656474,5.905512,6,P-GPS,
4700,2019-08-16 21:55:28,37.9445385121792,-91.7606905447632,6.889764,,,1113.3236176474,0,0.172993115772,12,4,12.207,1113.3236176474,6.889764,0.223694,0.5641896506,0,0,-4.697574,233.8, 0.1, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.087,4.069,4.051,0,0,0,0,32,1113.3236176474,6.889764,6,P-GPS,
4800,2019-08-16 21:55:28,37.944538519812,-91.7606904425335,7.545932,,,1113.9797856474,0,0.186806764508,12,4,11.908,1113.9797856474,7.545932,0.223694,0.5641896506,0,0,-4.697574,233.7, -0.3, 0,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1113.9797856474,7.545932,6,P-GPS,
4900,2019-08-16 21:55:28,37.9445386600215,-91.7606906842781,8.2021,,,1114.6359536474,0,0.106722116276,12,4,11.908,1114.6359536474,8.2021,0.223694,0.5641896506,0,0,-4.47388,233.6, -0.5, 0,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1114.6359536474,8.2021,6,P-GPS,
5000,2019-08-16 21:55:29,37.9445386576748,-91.760690620775,8.858268,,,1115.2921216474,0,0.11615649978,11,4,11.908,1115.2921216474,8.858268,0.223694,0.5641896506,0,0,-4.47388,233.7, 0.2, 0,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1115.2921216474,8.858268,6,P-GPS,
5100,2019-08-16 21:55:29,37.9445385914487,-91.7606909164922,9.514436,,,1115.9482896474,0,0.12446850792,11,4,11.908,1115.9482896474,9.514436,0.223694,0.5641896506,0,0,-4.47388,233.6, 0.8, -0.3,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1115.9482896474,9.514436,6,P-GPS,
5200,2019-08-16 21:55:29,37.9445385681587,-91.7606908779469,10.170604,,,1116.6044576474,0,0.131364505516,11,4,11.908,1116.6044576474,10.170604,0.223694,0.5641896506,0,0,-4.47388,233.6, 0.8, 0.1,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1116.6044576474,10.170604,6,P-GPS,
5300,2019-08-16 21:55:29,37.9445383799537,-91.7606912566766,10.826772,,,1117.2606256474,0,0.23324967938,11,4,11.908,1117.2606256474,10.826772,0.223694,0.5641896506,0,0,-4.250186,233.6, 0.8, 1.6,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1117.2606256474,10.826772,6,P-GPS,
5400,2019-08-16 21:55:29,37.9445383592693,-91.7606912690634,11.48294,,,1117.9167936474,0,0.241552173084,11,4,11.908,1117.9167936474,11.48294,0.223694,0.5641896506,0,0,-4.47388,233.7, 0.6, 1.8,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1117.9167936474,11.48294,6,P-GPS,
5500,2019-08-16 21:55:29,37.9445386116513,-91.7606918938204,12.139108,,,1118.5729616474,0,0.325184065524,11,4,11.908,1118.5729616474,12.139108,0.223694,0.5641896506,0,0,-4.47388,233.8, 1, 0,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1118.5729616474,12.139108,6,P-GPS,
5600,2019-08-16 21:55:29,37.9445386649532,-91.7606920218515,12.795276,,,1119.2291296474,0,0.35414699296,11,4,11.908,1119.2291296474,12.795276,0.223694,0.5641896506,0,0,-4.47388,233.9, 1, -2.2,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1119.2291296474,12.795276,6,P-GPS,
5700,2019-08-16 21:55:29,37.9445380239549,-91.76069274357,13.451444,,,1119.8852976474,0,0.63995080788,11,4,11.908,1119.8852976474,13.451444,0.223694,0.63995080788,0,0,-4.47388,233.8, 1.3, -3.2,0,0,1024,1024,1684,1024,233.9,0,98,3.988,3.967,3.953,0,0,0,0,32,1119.8852976474,13.451444,6,P-GPS,
5800,2019-08-16 21:55:29,37.9445379743279,-91.7606928944715,14.107612,,,1120.5414656474,0,0.68652889336,10,4,12.062,1120.5414656474,14.107612,0.223694,0.68652889336,0,0,-4.250186,233.8, 1.4, -2.2,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1120.5414656474,14.107612,6,P-GPS,
5900,2019-08-16 21:55:29,37.944537819318,-91.7606929726426,14.76378,,,1121.1976336474,0,0.73550527288,10,4,12.062,1121.1976336474,14.76378,0.223694,0.73550527288,0,0,-4.250186,233.9, 1.5, 0.1,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1121.1976336474,14.76378,6,P-GPS,
6000,2019-08-16 21:55:30,37.9445377529358,-91.7606930922679,15.419948,,,1121.8538016474,0,0.77756892252,11,4,12.062,1121.8538016474,15.419948,0.223694,0.77756892252,0,0,-4.250186,234, 1.4, 0.9,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1121.8538016474,15.419948,6,P-GPS,
6100,2019-08-16 21:55:30,37.944537505219,-91.7606933232021,16.076116,,,1122.5099696474,0,0.8836614456,11,4,12.062,1122.5099696474,16.076116,0.223694,0.8836614456,0,0,-4.250186,233.9, 1.2, 0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1122.5099696474,16.076116,6,P-GPS,
6200,2019-08-16 21:55:30,37.9445374715164,-91.7606934760482,16.732284,,,1123.1661376474,0,0.92662076456,11,4,12.062,1123.1661376474,16.732284,0.223694,0.92662076456,0,0,-4.47388,233.9, 1, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1123.1661376474,16.732284,6,P-GPS,
6300,2019-08-16 21:55:30,37.9445375697284,-91.7606931240873,17.388452,,,1123.8223056474,0,0.82359254604,11,4,12.062,1123.8223056474,17.388452,0.223694,0.92662076456,0,0,-4.47388,233.8, 1.1, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1123.8223056474,17.388452,6,P-GPS,
6400,2019-08-16 21:55:30,37.944537541511,-91.7606932213781,18.04462,,,1124.4784736474,0,0.85219490916,11,4,12.062,1124.4784736474,18.04462,0.223694,0.92662076456,0,0,-4.47388,233.7, 1, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1124.4784736474,18.04462,6,P-GPS,
6500,2019-08-16 21:55:30,37.9445370407233,-91.7606931358881,18.700788,,,1125.1346416474,0,0.9545439938,11,4,12.062,1125.1346416474,18.700788,0.223694,0.9545439938,0,0,-4.47388,233.9, 0.9, -2,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1125.1346416474,18.700788,6,P-GPS,
6600,2019-08-16 21:55:30,37.9445369391388,-91.7606931708972,19.356956,,,1125.7908096474,0,0.98841210512,11,4,12.062,1125.7908096474,19.356956,0.223694,0.98841210512,0,0,-4.47388,233.9, 0.3, -1.9,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1125.7908096474,19.356956,6,P-GPS,
6700,2019-08-16 21:55:30,37.9445366991993,-91.7606927480679,20.013124,,,1126.4469776474,0,0.98131236736,11,4,12.062,1126.4469776474,20.013124,0.223694,0.98841210512,0,0,-4.47388,233.9, 0.2, -0.7,0,0,1024,1024,1684,1024,233.9,0,98,4.039,4.02,4.003,0,0,0,0,32,1126.4469776474,20.013124,6,P-GPS,
6800,2019-08-16 21:55:30,37.9445365489078,-91.7606927137007,20.669292,,,1127.1031456474,0,1.02192588572,12,4,12.027,1127.1031456474,20.669292,0.223694,1.02192588572,0,0,-4.47388,233.8, 0.3, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1127.1031456474,20.669292,6,P-GPS,
6900,2019-08-16 21:55:30,37.9445368283294,-91.76069306803,21.32546,,,1127.7593136474,0,0.99917654116,12,4,12.027,1127.7593136474,21.32546,0.223694,1.02192588572,0,0,-4.47388,233.9, 0.2, -0.1,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1127.7593136474,21.32546,6,P-GPS,
7000,2019-08-16 21:55:31,37.9445367216742,-91.7606930641666,21.981628,,,1128.4154816474,0,1.02860239512,12,4,12.027,1128.4154816474,21.981628,0.223694,1.02860239512,0,0,-4.47388,234, 0, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1128.4154816474,21.981628,6,P-GPS,
7100,2019-08-16 21:55:31,37.9445366144419,-91.7606921756093,22.637796,,,1129.0716496474,0,0.9274442554,12,4,12.027,1129.0716496474,22.637796,0.223694,1.02860239512,0,0,-4.250186,234, -0.2, 0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1129.0716496474,22.637796,6,P-GPS,
7200,2019-08-16 21:55:31,37.944536511597,-91.7606921060939,23.293964,,,1129.7278176474,0,0.95386485992,12,4,12.027,1129.7278176474,23.293964,0.223694,1.02860239512,0,0,-4.250186,234, -0.3, 0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1129.7278176474,23.293964,6,P-GPS,
7300,2019-08-16 21:55:31,37.9445364622328,-91.7606925776633,23.950132,,,1130.3839856474,0,1.0292979332,12,4,12.027,1130.3839856474,23.950132,0.223694,1.0292979332,0,0,-4.250186,233.9, 0, -0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1130.3839856474,23.950132,6,P-GPS,
7400,2019-08-16 21:55:31,37.9445363721381,-91.7606925894825,24.6063,,,1131.0401536474,0,1.05974740924,12,4,12.027,1131.0401536474,24.6063,0.223694,1.05974740924,0,0,-4.250186,233.8, 0.2, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1131.0401536474,24.6063,6,P-GPS,
7500,2019-08-16 21:55:31,37.9445368707263,-91.7606928567152,25.262468,,,1131.6963216474,0,0.94896328496,12,4,12.027,1131.6963216474,25.262468,0.223694,1.05974740924,0,0,-4.250186,233.8, 0.4, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1131.6963216474,25.262468,6,P-GPS,
